難易度,お題,ひらがな,別解1,別解2,別解3,別解4,別解5,別解6,別解7,別解8,別解9,別解10,別解11,別解12,別解13,別解14,別解15,別解16,別解17,別解18,別解19,別解20,別解21,別解22,別解23,別解24,別解25,別解26,別解27,別解28,別解29,別解30,別解31,別解32,別解33,別解34,別解35,別解36
ふつう,旅行,りょこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リョコウバト,りょこうばと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,履歴書,りれきしょ,けいれきしょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リンカーン,りんかーん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リンゴアメ,りんごあめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,留守番電話,るすばんでんわ,るすでん,るすでんわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,覆面レスラー,るちゃりぶれ,ふくめんれすらー,ますくまん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,霊柩車（れいきゅうしゃ）,れいきゅうしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レインコート,れいんこーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レーサー,れーさー,かーれーさー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レーザービーム,れーざーびーむ,こうせん,びーむ,れーざー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レーザーポインター,れーざーぽいんたー,れーざーぽいんた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レースゲーム,れーすげーむ,れーしんぐげーむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レーダー,れーだー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レオタード,れおたーど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レオナルド・ダ・ビンチ,れおなるどだびんち,だヴぃんち,だびんち,れおなるどだヴぃんち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レゲエ,れげえ,れげー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レコード,れこーど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レジ,れじ,きゃっしゅれじすたー,れじすた,れじすたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レシピ,れしぴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レストラン,れすとらん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レタス,れたす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レッサーパンダ,れっさーぱんだ,あかぱんだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レッドカーペット,れっどかーぺっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レ点,れてん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レトルト,れとると,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レモネード,れもねーど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レモンスカッシュ,れもんすかっしゅ,れすか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レンガ,れんが,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,レンゲ,れんげ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,練乳,れんにゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロイヤルストレートフラッシュ,ろいやるすとれーとふらっしゅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ローキック,ろーきっく,げだんまわしげり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ローストビーフ,ろーすとびーふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロードバイク,ろーどばいく,ろーどれーさー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ローファ―,ろーふぁー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ローラーシューズ,ろーらーしゅーず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロールケーキ,ろーるけーき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,録音,ろくおん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ろくろ,ろくろ,ろくろまわし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロケット鉛筆,ろけっとえんぴつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロケット花火,ろけっとはなび,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロケットランチャー,ろけっとらんちゃー,ろけらん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロコモコ,ろこもこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロザリオ,ろざりお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,路地,ろじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロシア,ろしあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロッカー,ろっかー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロッククライミング,ろっくくらいみんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,肋骨（ろっこつ）,ろっこつ,あばら,あばらぼね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,六本木ヒルズ,ろっぽんぎひるず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロデオ,ろでお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,露店,ろてん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロブスター,ろぶすたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,路面電車,ろめんでんしゃ,ちんちんでんしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ロンドン,ろんどん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワールドカップ,わーるどかっぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワイパー,わいぱー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワイルド,わいるど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワイン,わいん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,わかさぎ釣り,わかさぎつり,わかさぎづり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,和菓子,わがし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,わかばマーク,わかばまーく,しょしんしゃうんてんひょうしき,しょしんしゃまーく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,わがまま,わがまま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,和歌山県,わかやまけん,わかやま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,わき,わき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,湧き水,わきみず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,惑星,わくせい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,わさび,わさび,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワシ,わし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,わしづかみ,わしづかみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,話術,わじゅつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワシントン,わしんとん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,渡し舟,わたしぶね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワックス,わっくす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワッフル,わっふる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワッペン,わっぺん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,罠（わな）,わな,とらっぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,和訳,わやく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワライタケ,わらいたけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,笑い袋,わらいぶくろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,わら人形,わらにんぎょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワラビー,わらびー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワンオペ,わんおぺ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ワンピース,わんぴーす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,アイスホッケー,あいすほっけー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,相席,あいせき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,愛知県,あいちけん,あいち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,青森県,あおもりけん,あおもり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,秋田県,あきたけん,あきた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,秋の七草,あきのななくさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,あっちむいてホイ,あっちむいてほい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,アニメソング,あにめそんぐ,あにそん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,アメリカンフットボール,あめりかんふっとぼーる,あめふと,ふっとぼーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,アラビアンナイト,あらびあんないと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,ありがとう,ありがとう,あさんて,いやいらいれけ,えふはりすとー,おぶりがーだ,おぶりがーど,きーとす,ぐらーつぃえ,ぐらしあす,ぐらつぃえ,ぐらっちぇ,ぐらっつぃえ,ぐらっつぇ,こーぷくん,こーぷくんくらっ,こまっすむにだ,さんきゅー,しぇしぇ,しゅくらん,すぱーす,すぱしーば,たく,たっく,だにゃヴぁーど,だんけしぇーん,でくい,てしぇきゅれでりむ,てしぇっきゅるえでりむ,てしゅっきゅるえでりむ,てりまかし,どーつぇ,とぅりまかし,にふぇーでーびる,ばやるららー,もたしゃっけらむ,まはろ,めるしー
ふつう協力,阿波踊り,あわおどり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,イースター・エッグ,いーすたーえっぐ,いーすたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,イギリス,いぎりす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,以心伝心,いしんでんしん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,イタリア,いたりあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,イタリア料理,いたりありょうり,いたりあん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,一気飲み,いっきのみ,いっき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,茨城県,いばらきけん,いばらき,いばらぎ,いばらぎけん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,イルカショー,いるかしょー,いるかのしょー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,イルミネーション,いるみねーしょん,でんしょく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,岩手県,いわてけん,いわて,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,インド料理,いんどりょうり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,インフルエンサー,いんふるえんさー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,ウーロン茶,うーろんちゃ,あおちゃ,せいちゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,ウグイス嬢,うぐいすじょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,嘘,うそ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,嘘発見器,うそはっけんき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,海開き,うみびらき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,浮気,うわき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,運動,うんどう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,英会話,えいかいわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,遠距離恋愛,えんきょりれんあい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,応援合戦,おうえんがっせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,おおきなかぶ,おおきなかぶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,大掃除,おおそうじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,オーディション,おーでぃしょん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,岡山県,おかやまけん,おかやま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,おしくらまんじゅう,おしくらまんじゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,オズの魔法使い,おずのまほうつかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,お中元,おちゅうげん,ちゅうげん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,お盆,おぼん,ぼん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,おまじない,おまじない,まじない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,おやゆび姫,おやゆびひめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,オランダ,おらんだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,オリンピック,おりんぴっく,ごりん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,カーニバル,かーにばる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,カーリング,かーりんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,介護,かいご,かいごし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,かえるの合唱,かえるのがっしょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,鏡の国のアリス,かがみのくにのありす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,学食,がくしょく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,駆け込み乗車,かけこみじょうしゃ,かけこみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,過去,かこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,鹿児島県,かごしまけん,かごしま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,仮想通過,かそうつうか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,家族写真,かぞくしゃしん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,家族旅行,かぞくりょこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,合唱コンクール,がっしょうこんくーる,がっしょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,家庭訪問,かていほうもん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,神奈川県,かながわけん,かながわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,カナダ,かなだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,かぼちゃの馬車,かぼちゃのばしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,ガラパゴス諸島,がらぱごすしょとう,がらぱごす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,枯山水,かれさんすい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,韓流,かんりゅう,はんりゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,キックベース,きっくべーす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,喜怒哀楽,きどあいらく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,岐阜県,ぎふけん,ぎふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,キモカワイイ,きもかわいい,きもかわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,求愛,きゅうあい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,ギリシャ,ぎりしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,勤労感謝の日,きんろうかんしゃのひ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,くすぐり,くすぐり,こちょこちょ,くすぐる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,熊本県,くまもとけん,くまもと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,組体操,くみたいそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,グリフォン,ぐりふぉん,ぐりふぃん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,黒子（くろこ）,くろこ,くろご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,クロスカウンター,くろすかうんたー,かうんたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,群馬県,ぐんまけん,ぐんま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,芸術の秋,げいじゅつのあき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,ケイドロ/ドロケイ,けいどろ,どろけい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,敬老の日,けいろうのひ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,ゲームオーバー,げーむおーばー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,玄武（げんぶ）,げんぶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,紅一点,こういってん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,甲子園,こうしえん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,高速道路,こうそくどうろ,こうそく,はいうぇい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,交通標識,こうつうひょうしき,ひょうしき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,紅白歌合戦,こうはくうたがっせん,うたがっせん,こうはく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,ゴールデンウィーク,ごーるでんうぃーく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,国語,こくご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,告白,こくはく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,古代ローマ,こだいろーま,ろーま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,虚無僧,こむそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,ゴム跳び,ごむとび,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,コンサート,こんさーと,らいぶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,混浴,こんよく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,最後の晩餐（ばんさん）,さいごのばんさん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,埼玉県,さいたまけん,さいたま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,さっぽろ雪まつり,さっぽろゆきまつり,ゆきまつり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,サボり,さぼり,さぼたーじゅ,さぼる,なまけ,なまける,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,三角関係,さんかくかんけい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,三角州,さんかくす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,三すくみ,さんすくみ,みつどもえ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,滋賀県,しがけん,しが,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,四季,しき,しゅんかしゅうとう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,試験,しけん,てすと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,七五三,しちごさん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,試着,しちゃく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,社会,しゃかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,じゃんけん,じゃんけん,いんじゃん,じゃいけん,じっけった,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,シャンパンファイト,しゃんぱんふぁいと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,自由,じゆう,ふりーだむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,修学旅行,しゅうがくりょこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,習字,しゅうじ,かきぞめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,十字軍,じゅうじぐん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,修行,しゅぎょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,授業参観,じゅぎょうさんかん,じゅぎょうさんかんび,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,手話,しゅわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,春夏秋冬,しゅんかしゅうとう,しき,ひととせ？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,成仏,じょうぶつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,触手,しょくしゅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,食物連鎖,しょくもつれんさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,女子飲み,じょしのみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,除夜の鐘,じょやのかね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,しりとり,しりとり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,シルバーウィーク,しるばーうぃーく,しるばーういーく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,新婚旅行,しんこんりょこう,はねむーん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,スイス,すいす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,スーツアクター,すーつあくたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,スケープゴート,すけーぷごーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,朱雀（すざく）,すざく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,スペイン,すぺいん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,スポーツ選手,すぽーつせんしゅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,正拳突き,せいけんづき,せいけんつき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,青春,せいしゅん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,成人式,せいじんしき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,青龍（せいりゅう）,せいりゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,世界一周,せかいいっしゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,世界地図,せかいちず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,席替え,せきがえ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,卒業,そつぎょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,卒業式,そつぎょうしき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,タイ,たい,たいらんど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,大航海時代,だいこうかいじだい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう協力,大道芸人,だいどうげいにん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
